nombre,date,value,item
TABASCO,2/29/2020,0,48
TABASCO,3/1/2020,0,49
TABASCO,3/2/2020,0,50
TABASCO,3/3/2020,0,51
TABASCO,3/4/2020,0,52
TABASCO,3/5/2020,0,53
TABASCO,3/6/2020,0,54
TABASCO,3/7/2020,0,55
TABASCO,3/8/2020,0,56
TABASCO,3/9/2020,0,57
TABASCO,3/10/2020,0,58
TABASCO,3/11/2020,0,59
TABASCO,3/12/2020,0,60
TABASCO,3/13/2020,0,61
TABASCO,3/14/2020,0,62
TABASCO,3/15/2020,0,63
TABASCO,3/16/2020,0,64
TABASCO,3/17/2020,1,65
TABASCO,3/18/2020,3,66
TABASCO,3/19/2020,2,67
TABASCO,3/20/2020,2,68
TABASCO,3/21/2020,0,69
TABASCO,3/22/2020,0,70
TABASCO,3/23/2020,3,71
TABASCO,3/24/2020,12,72
TABASCO,3/25/2020,3,73
TABASCO,3/26/2020,5,74
TABASCO,3/27/2020,11,75
TABASCO,3/28/2020,1,76
TABASCO,3/29/2020,9,77
TABASCO,3/30/2020,10,78
TABASCO,3/31/2020,11,79
TABASCO,4/1/2020,9,80
TABASCO,4/2/2020,15,81
TABASCO,4/3/2020,20,82
TABASCO,4/4/2020,3,83
TABASCO,4/5/2020,9,84
TABASCO,4/6/2020,7,85
TABASCO,4/7/2020,13,86
TABASCO,4/8/2020,17,87
TABASCO,4/9/2020,11,88
TABASCO,4/10/2020,15,89
TABASCO,4/11/2020,19,90
TABASCO,4/12/2020,27,91
TABASCO,4/13/2020,30,92
TABASCO,4/14/2020,47,93
TABASCO,4/15/2020,38,94
TABASCO,4/16/2020,44,95
TABASCO,4/17/2020,57,96
TABASCO,4/18/2020,48,97
TABASCO,4/19/2020,41,98
TABASCO,4/20/2020,73,99
TABASCO,4/21/2020,83,100
TABASCO,4/22/2020,63,101
TABASCO,4/23/2020,63,102
TABASCO,4/24/2020,63,103
TABASCO,4/25/2020,41,104
TABASCO,4/26/2020,40,105
TABASCO,4/27/2020,58,106
TABASCO,4/28/2020,58,107
TABASCO,4/29/2020,49,108
TABASCO,4/30/2020,83,109
TABASCO,5/1/2020,50,110
TABASCO,5/2/2020,45,111
TABASCO,5/3/2020,46,112
TABASCO,5/4/2020,83,113
TABASCO,5/5/2020,71,114
TABASCO,5/6/2020,96,115
TABASCO,5/7/2020,105,116
TABASCO,5/8/2020,80,117
TABASCO,5/9/2020,53,118
TABASCO,5/10/2020,63,119
TABASCO,5/11/2020,110,120
TABASCO,5/12/2020,86,121
TABASCO,5/13/2020,115,122
TABASCO,5/14/2020,126,123
TABASCO,5/15/2020,144,124
TABASCO,5/16/2020,85,125
TABASCO,5/17/2020,77,126
TABASCO,5/18/2020,115,127
TABASCO,5/19/2020,101,128
TABASCO,5/20/2020,148,129
TABASCO,5/21/2020,127,130
TABASCO,5/22/2020,127,131
TABASCO,5/23/2020,83,132
TABASCO,5/24/2020,61,133
TABASCO,5/25/2020,70,134
TABASCO,5/26/2020,0,135
TABASCO,5/27/2020,0,136
TAMAULIPAS,1/13/2020,0,1
TAMAULIPAS,1/14/2020,0,2
TAMAULIPAS,1/15/2020,0,3
TAMAULIPAS,1/16/2020,0,4
TAMAULIPAS,1/17/2020,0,5
TAMAULIPAS,1/18/2020,0,6
TAMAULIPAS,1/19/2020,0,7
TAMAULIPAS,1/20/2020,0,8
TAMAULIPAS,1/21/2020,0,9
TAMAULIPAS,1/22/2020,0,10
TAMAULIPAS,1/23/2020,0,11
TAMAULIPAS,1/24/2020,0,12
TAMAULIPAS,1/25/2020,0,13
TAMAULIPAS,1/26/2020,0,14
TAMAULIPAS,1/27/2020,0,15
TAMAULIPAS,1/28/2020,0,16
TAMAULIPAS,1/29/2020,0,17
TAMAULIPAS,1/30/2020,0,18
TAMAULIPAS,1/31/2020,0,19
TAMAULIPAS,2/1/2020,0,20
TAMAULIPAS,2/2/2020,0,21
TAMAULIPAS,2/3/2020,0,22
TAMAULIPAS,2/4/2020,0,23
TAMAULIPAS,2/5/2020,0,24
TAMAULIPAS,2/6/2020,0,25
TAMAULIPAS,2/7/2020,0,26
TAMAULIPAS,2/8/2020,0,27
TAMAULIPAS,2/9/2020,0,28
TAMAULIPAS,2/10/2020,0,29
TAMAULIPAS,2/11/2020,0,30
TAMAULIPAS,2/12/2020,0,31
TAMAULIPAS,2/13/2020,0,32
TAMAULIPAS,2/14/2020,0,33
TAMAULIPAS,2/15/2020,0,34
TAMAULIPAS,2/16/2020,0,35
TAMAULIPAS,2/17/2020,0,36
TAMAULIPAS,2/18/2020,0,37
TAMAULIPAS,2/19/2020,0,38
TAMAULIPAS,2/20/2020,0,39
TAMAULIPAS,2/21/2020,0,40
TAMAULIPAS,2/22/2020,0,41
TAMAULIPAS,2/23/2020,0,42
TAMAULIPAS,2/24/2020,0,43
TAMAULIPAS,2/25/2020,0,44
TAMAULIPAS,2/26/2020,0,45
TAMAULIPAS,2/27/2020,0,46
TAMAULIPAS,2/28/2020,0,47
TAMAULIPAS,2/29/2020,0,48
TAMAULIPAS,3/1/2020,0,49
TAMAULIPAS,3/2/2020,0,50
TAMAULIPAS,3/3/2020,0,51
TAMAULIPAS,3/4/2020,0,52
TAMAULIPAS,3/5/2020,0,53
TAMAULIPAS,3/6/2020,0,54
TAMAULIPAS,3/7/2020,0,55
TAMAULIPAS,3/8/2020,0,56
TAMAULIPAS,3/9/2020,0,57
TAMAULIPAS,3/10/2020,0,58
TAMAULIPAS,3/11/2020,0,59
TAMAULIPAS,3/12/2020,0,60
TAMAULIPAS,3/13/2020,0,61
TAMAULIPAS,3/14/2020,0,62
TAMAULIPAS,3/15/2020,1,63
TAMAULIPAS,3/16/2020,1,64
TAMAULIPAS,3/17/2020,0,65
TAMAULIPAS,3/18/2020,0,66
TAMAULIPAS,3/19/2020,1,67
TAMAULIPAS,3/20/2020,1,68
TAMAULIPAS,3/21/2020,0,69
TAMAULIPAS,3/22/2020,2,70
TAMAULIPAS,3/23/2020,1,71
TAMAULIPAS,3/24/2020,1,72
TAMAULIPAS,3/25/2020,0,73
TAMAULIPAS,3/26/2020,0,74
TAMAULIPAS,3/27/2020,1,75
TAMAULIPAS,3/28/2020,3,76
TAMAULIPAS,3/29/2020,3,77
TAMAULIPAS,3/30/2020,4,78
TAMAULIPAS,3/31/2020,5,79
TAMAULIPAS,4/1/2020,8,80
TAMAULIPAS,4/2/2020,1,81
TAMAULIPAS,4/3/2020,9,82
TAMAULIPAS,4/4/2020,3,83
TAMAULIPAS,4/5/2020,4,84
TAMAULIPAS,4/6/2020,10,85
TAMAULIPAS,4/7/2020,5,86
TAMAULIPAS,4/8/2020,3,87
TAMAULIPAS,4/9/2020,5,88
TAMAULIPAS,4/10/2020,9,89
TAMAULIPAS,4/11/2020,4,90
TAMAULIPAS,4/12/2020,9,91
TAMAULIPAS,4/13/2020,13,92
TAMAULIPAS,4/14/2020,19,93
TAMAULIPAS,4/15/2020,16,94
TAMAULIPAS,4/16/2020,28,95
TAMAULIPAS,4/17/2020,31,96
TAMAULIPAS,4/18/2020,14,97
TAMAULIPAS,4/19/2020,8,98
TAMAULIPAS,4/20/2020,25,99
TAMAULIPAS,4/21/2020,18,100
TAMAULIPAS,4/22/2020,28,101
TAMAULIPAS,4/23/2020,33,102
TAMAULIPAS,4/24/2020,25,103
TAMAULIPAS,4/25/2020,38,104
TAMAULIPAS,4/26/2020,34,105
TAMAULIPAS,4/27/2020,24,106
TAMAULIPAS,4/28/2020,40,107
TAMAULIPAS,4/29/2020,34,108
TAMAULIPAS,4/30/2020,17,109
TAMAULIPAS,5/1/2020,29,110
TAMAULIPAS,5/2/2020,27,111
TAMAULIPAS,5/3/2020,24,112
TAMAULIPAS,5/4/2020,38,113
TAMAULIPAS,5/5/2020,31,114
TAMAULIPAS,5/6/2020,41,115
TAMAULIPAS,5/7/2020,41,116
TAMAULIPAS,5/8/2020,28,117
TAMAULIPAS,5/9/2020,27,118
TAMAULIPAS,5/10/2020,20,119
TAMAULIPAS,5/11/2020,34,120
TAMAULIPAS,5/12/2020,33,121
TAMAULIPAS,5/13/2020,39,122
TAMAULIPAS,5/14/2020,31,123
TAMAULIPAS,5/15/2020,53,124
TAMAULIPAS,5/16/2020,44,125
TAMAULIPAS,5/17/2020,16,126
TAMAULIPAS,5/18/2020,48,127
TAMAULIPAS,5/19/2020,36,128
TAMAULIPAS,5/20/2020,56,129
TAMAULIPAS,5/21/2020,55,130
TAMAULIPAS,5/22/2020,26,131
TAMAULIPAS,5/23/2020,19,132
TAMAULIPAS,5/24/2020,21,133
TAMAULIPAS,5/25/2020,3,134
TAMAULIPAS,5/26/2020,1,135
TAMAULIPAS,5/27/2020,0,136
TLAXCALA,1/13/2020,0,1
TLAXCALA,1/14/2020,0,2
TLAXCALA,1/15/2020,0,3
TLAXCALA,1/16/2020,0,4
TLAXCALA,1/17/2020,0,5
TLAXCALA,1/18/2020,0,6
TLAXCALA,1/19/2020,0,7
TLAXCALA,1/20/2020,0,8
TLAXCALA,1/21/2020,0,9
TLAXCALA,1/22/2020,0,10
TLAXCALA,1/23/2020,0,11
TLAXCALA,1/24/2020,0,12
TLAXCALA,1/25/2020,0,13
TLAXCALA,1/26/2020,0,14
TLAXCALA,1/27/2020,0,15
TLAXCALA,1/28/2020,0,16
TLAXCALA,1/29/2020,0,17
TLAXCALA,1/30/2020,0,18
TLAXCALA,1/31/2020,0,19
TLAXCALA,2/1/2020,0,20
TLAXCALA,2/2/2020,0,21
TLAXCALA,2/3/2020,0,22
TLAXCALA,2/4/2020,0,23
TLAXCALA,2/5/2020,0,24
TLAXCALA,2/6/2020,0,25
TLAXCALA,2/7/2020,0,26
TLAXCALA,2/8/2020,0,27
TLAXCALA,2/9/2020,0,28
TLAXCALA,2/10/2020,0,29
TLAXCALA,2/11/2020,0,30
TLAXCALA,2/12/2020,0,31
TLAXCALA,2/13/2020,0,32
TLAXCALA,2/14/2020,0,33
TLAXCALA,2/15/2020,0,34
TLAXCALA,2/16/2020,0,35
TLAXCALA,2/17/2020,0,36
TLAXCALA,2/18/2020,0,37
TLAXCALA,2/19/2020,0,38
TLAXCALA,2/20/2020,0,39
TLAXCALA,2/21/2020,0,40
TLAXCALA,2/22/2020,0,41
TLAXCALA,2/23/2020,0,42
TLAXCALA,2/24/2020,0,43
TLAXCALA,2/25/2020,0,44
TLAXCALA,2/26/2020,0,45
TLAXCALA,2/27/2020,0,46
TLAXCALA,2/28/2020,0,47
TLAXCALA,2/29/2020,0,48
TLAXCALA,3/1/2020,0,49
TLAXCALA,3/2/2020,0,50
TLAXCALA,3/3/2020,0,51
TLAXCALA,3/4/2020,0,52
TLAXCALA,3/5/2020,0,53
TLAXCALA,3/6/2020,0,54
TLAXCALA,3/7/2020,0,55
TLAXCALA,3/8/2020,0,56
TLAXCALA,3/9/2020,0,57
TLAXCALA,3/10/2020,0,58
TLAXCALA,3/11/2020,0,59
TLAXCALA,3/12/2020,0,60
TLAXCALA,3/13/2020,0,61
TLAXCALA,3/14/2020,0,62
TLAXCALA,3/15/2020,0,63
TLAXCALA,3/16/2020,0,64
TLAXCALA,3/17/2020,0,65
TLAXCALA,3/18/2020,0,66
TLAXCALA,3/19/2020,0,67
TLAXCALA,3/20/2020,0,68
TLAXCALA,3/21/2020,0,69
TLAXCALA,3/22/2020,0,70
TLAXCALA,3/23/2020,1,71
TLAXCALA,3/24/2020,1,72
TLAXCALA,3/25/2020,0,73
TLAXCALA,3/26/2020,0,74
TLAXCALA,3/27/2020,1,75
TLAXCALA,3/28/2020,2,76
TLAXCALA,3/29/2020,0,77
TLAXCALA,3/30/2020,1,78
TLAXCALA,3/31/2020,0,79
TLAXCALA,4/1/2020,4,80
TLAXCALA,4/2/2020,1,81
TLAXCALA,4/3/2020,0,82
TLAXCALA,4/4/2020,2,83
TLAXCALA,4/5/2020,6,84
TLAXCALA,4/6/2020,8,85
TLAXCALA,4/7/2020,7,86
TLAXCALA,4/8/2020,6,87
TLAXCALA,4/9/2020,1,88
TLAXCALA,4/10/2020,5,89
TLAXCALA,4/11/2020,6,90
TLAXCALA,4/12/2020,2,91
TLAXCALA,4/13/2020,5,92
TLAXCALA,4/14/2020,7,93
TLAXCALA,4/15/2020,4,94
TLAXCALA,4/16/2020,7,95
TLAXCALA,4/17/2020,6,96
TLAXCALA,4/18/2020,4,97
TLAXCALA,4/19/2020,10,98
TLAXCALA,4/20/2020,8,99
TLAXCALA,4/21/2020,10,100
TLAXCALA,4/22/2020,7,101
TLAXCALA,4/23/2020,12,102
TLAXCALA,4/24/2020,15,103
TLAXCALA,4/25/2020,21,104
TLAXCALA,4/26/2020,13,105
TLAXCALA,4/27/2020,15,106
TLAXCALA,4/28/2020,25,107
TLAXCALA,4/29/2020,8,108
TLAXCALA,4/30/2020,15,109
TLAXCALA,5/1/2020,9,110
TLAXCALA,5/2/2020,16,111
TLAXCALA,5/3/2020,6,112
TLAXCALA,5/4/2020,24,113
TLAXCALA,5/5/2020,16,114
TLAXCALA,5/6/2020,23,115
TLAXCALA,5/7/2020,17,116
TLAXCALA,5/8/2020,20,117
TLAXCALA,5/9/2020,20,118
TLAXCALA,5/10/2020,15,119
TLAXCALA,5/11/2020,35,120
TLAXCALA,5/12/2020,38,121
TLAXCALA,5/13/2020,37,122
TLAXCALA,5/14/2020,21,123
TLAXCALA,5/15/2020,35,124
TLAXCALA,5/16/2020,29,125
TLAXCALA,5/17/2020,24,126
TLAXCALA,5/18/2020,41,127
TLAXCALA,5/19/2020,47,128
TLAXCALA,5/20/2020,38,129
TLAXCALA,5/21/2020,47,130
TLAXCALA,5/22/2020,41,131
TLAXCALA,5/23/2020,26,132
TLAXCALA,5/24/2020,15,133
TLAXCALA,5/25/2020,47,134
TLAXCALA,5/26/2020,11,135
TLAXCALA,5/27/2020,0,136
VERACRUZ,1/13/2020,0,1
VERACRUZ,1/14/2020,0,2
VERACRUZ,1/15/2020,0,3
VERACRUZ,1/16/2020,0,4
VERACRUZ,1/17/2020,0,5
VERACRUZ,1/18/2020,0,6
VERACRUZ,1/19/2020,0,7
VERACRUZ,1/20/2020,0,8
VERACRUZ,1/21/2020,0,9
VERACRUZ,1/22/2020,0,10
VERACRUZ,1/23/2020,0,11
VERACRUZ,1/24/2020,0,12
VERACRUZ,1/25/2020,0,13
VERACRUZ,1/26/2020,0,14
VERACRUZ,1/27/2020,0,15
VERACRUZ,1/28/2020,0,16
VERACRUZ,1/29/2020,0,17
VERACRUZ,1/30/2020,0,18
VERACRUZ,1/31/2020,0,19
VERACRUZ,2/1/2020,0,20
VERACRUZ,2/2/2020,0,21
VERACRUZ,2/3/2020,0,22
VERACRUZ,2/4/2020,0,23
VERACRUZ,2/5/2020,0,24
VERACRUZ,2/6/2020,0,25
VERACRUZ,2/7/2020,0,26
VERACRUZ,2/8/2020,0,27
VERACRUZ,2/9/2020,0,28
VERACRUZ,2/10/2020,0,29
VERACRUZ,2/11/2020,0,30
VERACRUZ,2/12/2020,0,31
VERACRUZ,2/13/2020,0,32
VERACRUZ,2/14/2020,0,33
VERACRUZ,2/15/2020,0,34
VERACRUZ,2/16/2020,0,35
VERACRUZ,2/17/2020,0,36
VERACRUZ,2/18/2020,0,37
VERACRUZ,2/19/2020,0,38
VERACRUZ,2/20/2020,0,39
VERACRUZ,2/21/2020,0,40
VERACRUZ,2/22/2020,0,41
VERACRUZ,2/23/2020,0,42
VERACRUZ,2/24/2020,0,43
VERACRUZ,2/25/2020,0,44
VERACRUZ,2/26/2020,0,45
VERACRUZ,2/27/2020,0,46
VERACRUZ,2/28/2020,0,47
VERACRUZ,2/29/2020,0,48
VERACRUZ,3/1/2020,0,49
VERACRUZ,3/2/2020,0,50
VERACRUZ,3/3/2020,0,51
VERACRUZ,3/4/2020,0,52
VERACRUZ,3/5/2020,0,53
VERACRUZ,3/6/2020,0,54
VERACRUZ,3/7/2020,0,55
VERACRUZ,3/8/2020,0,56
VERACRUZ,3/9/2020,0,57
VERACRUZ,3/10/2020,0,58
VERACRUZ,3/11/2020,0,59
VERACRUZ,3/12/2020,0,60
VERACRUZ,3/13/2020,0,61
VERACRUZ,3/14/2020,0,62
VERACRUZ,3/15/2020,2,63
VERACRUZ,3/16/2020,0,64
VERACRUZ,3/17/2020,0,65
VERACRUZ,3/18/2020,7,66
VERACRUZ,3/19/2020,5,67
VERACRUZ,3/20/2020,1,68
VERACRUZ,3/21/2020,1,69
VERACRUZ,3/22/2020,0,70
VERACRUZ,3/23/2020,4,71
VERACRUZ,3/24/2020,2,72
VERACRUZ,3/25/2020,2,73
VERACRUZ,3/26/2020,5,74
VERACRUZ,3/27/2020,1,75
VERACRUZ,3/28/2020,1,76
VERACRUZ,3/29/2020,1,77
VERACRUZ,3/30/2020,3,78
VERACRUZ,3/31/2020,2,79
VERACRUZ,4/1/2020,9,80
VERACRUZ,4/2/2020,6,81
VERACRUZ,4/3/2020,8,82
VERACRUZ,4/4/2020,2,83
VERACRUZ,4/5/2020,2,84
VERACRUZ,4/6/2020,6,85
VERACRUZ,4/7/2020,11,86
VERACRUZ,4/8/2020,5,87
VERACRUZ,4/9/2020,12,88
VERACRUZ,4/10/2020,9,89
VERACRUZ,4/11/2020,14,90
VERACRUZ,4/12/2020,9,91
VERACRUZ,4/13/2020,14,92
VERACRUZ,4/14/2020,13,93
VERACRUZ,4/15/2020,30,94
VERACRUZ,4/16/2020,39,95
VERACRUZ,4/17/2020,35,96
VERACRUZ,4/18/2020,18,97
VERACRUZ,4/19/2020,18,98
VERACRUZ,4/20/2020,35,99
VERACRUZ,4/21/2020,45,100
VERACRUZ,4/22/2020,30,101
VERACRUZ,4/23/2020,51,102
VERACRUZ,4/24/2020,48,103
VERACRUZ,4/25/2020,45,104
VERACRUZ,4/26/2020,29,105
VERACRUZ,4/27/2020,68,106
VERACRUZ,4/28/2020,75,107
VERACRUZ,4/29/2020,73,108
VERACRUZ,4/30/2020,61,109
VERACRUZ,5/1/2020,66,110
VERACRUZ,5/2/2020,64,111
VERACRUZ,5/3/2020,58,112
VERACRUZ,5/4/2020,95,113
VERACRUZ,5/5/2020,102,114
VERACRUZ,5/6/2020,105,115
VERACRUZ,5/7/2020,115,116
VERACRUZ,5/8/2020,101,117
VERACRUZ,5/9/2020,79,118
VERACRUZ,5/10/2020,68,119
VERACRUZ,5/11/2020,138,120
VERACRUZ,5/12/2020,120,121
VERACRUZ,5/13/2020,128,122
VERACRUZ,5/14/2020,159,123
VERACRUZ,5/15/2020,148,124
VERACRUZ,5/16/2020,119,125
VERACRUZ,5/17/2020,76,126
VERACRUZ,5/18/2020,142,127
VERACRUZ,5/19/2020,136,128
VERACRUZ,5/20/2020,144,129
VERACRUZ,5/21/2020,133,130
VERACRUZ,5/22/2020,116,131
VERACRUZ,5/23/2020,47,132
VERACRUZ,5/24/2020,31,133
VERACRUZ,5/25/2020,27,134
VERACRUZ,5/26/2020,0,135
VERACRUZ,5/27/2020,0,136
YUCATAN,1/13/2020,0,1
YUCATAN,1/14/2020,0,2
YUCATAN,1/15/2020,0,3
YUCATAN,1/16/2020,0,4
YUCATAN,1/17/2020,0,5
YUCATAN,1/18/2020,0,6
YUCATAN,1/19/2020,0,7
YUCATAN,1/20/2020,0,8
YUCATAN,1/21/2020,0,9
YUCATAN,1/22/2020,0,10
YUCATAN,1/23/2020,0,11
YUCATAN,1/24/2020,0,12
YUCATAN,1/25/2020,0,13
YUCATAN,1/26/2020,0,14
YUCATAN,1/27/2020,0,15
YUCATAN,1/28/2020,0,16
YUCATAN,1/29/2020,0,17
YUCATAN,1/30/2020,0,18
YUCATAN,1/31/2020,0,19
YUCATAN,2/1/2020,0,20
YUCATAN,2/2/2020,0,21
YUCATAN,2/3/2020,0,22
YUCATAN,2/4/2020,0,23
YUCATAN,2/5/2020,0,24
YUCATAN,2/6/2020,0,25
YUCATAN,2/7/2020,0,26
YUCATAN,2/8/2020,0,27
YUCATAN,2/9/2020,0,28
YUCATAN,2/10/2020,0,29
YUCATAN,2/11/2020,0,30
YUCATAN,2/12/2020,0,31
YUCATAN,2/13/2020,0,32
YUCATAN,2/14/2020,0,33
YUCATAN,2/15/2020,0,34
YUCATAN,2/16/2020,0,35
YUCATAN,2/17/2020,0,36
YUCATAN,2/18/2020,0,37
YUCATAN,2/19/2020,0,38
YUCATAN,2/20/2020,0,39
YUCATAN,2/21/2020,0,40
YUCATAN,2/22/2020,0,41
YUCATAN,2/23/2020,0,42
YUCATAN,2/24/2020,0,43
YUCATAN,2/25/2020,0,44
YUCATAN,2/26/2020,0,45
YUCATAN,2/27/2020,0,46
YUCATAN,2/28/2020,0,47
YUCATAN,2/29/2020,0,48
YUCATAN,3/1/2020,0,49
YUCATAN,3/2/2020,0,50
YUCATAN,3/3/2020,0,51
YUCATAN,3/4/2020,0,52
YUCATAN,3/5/2020,0,53
YUCATAN,3/6/2020,0,54
YUCATAN,3/7/2020,0,55
YUCATAN,3/8/2020,0,56
YUCATAN,3/9/2020,0,57
YUCATAN,3/10/2020,0,58
YUCATAN,3/11/2020,0,59
YUCATAN,3/12/2020,1,60
YUCATAN,3/13/2020,0,61
YUCATAN,3/14/2020,0,62
YUCATAN,3/15/2020,4,63
YUCATAN,3/16/2020,2,64
YUCATAN,3/17/2020,6,65
YUCATAN,3/18/2020,0,66
YUCATAN,3/19/2020,2,67
YUCATAN,3/20/2020,6,68
YUCATAN,3/21/2020,0,69
YUCATAN,3/22/2020,8,70
YUCATAN,3/23/2020,5,71
YUCATAN,3/24/2020,8,72
YUCATAN,3/25/2020,3,73
YUCATAN,3/26/2020,0,74
YUCATAN,3/27/2020,2,75
YUCATAN,3/28/2020,4,76
YUCATAN,3/29/2020,2,77
YUCATAN,3/30/2020,10,78
YUCATAN,3/31/2020,4,79
YUCATAN,4/1/2020,8,80
YUCATAN,4/2/2020,2,81
YUCATAN,4/3/2020,8,82
YUCATAN,4/4/2020,2,83
YUCATAN,4/5/2020,5,84
YUCATAN,4/6/2020,12,85
YUCATAN,4/7/2020,13,86
YUCATAN,4/8/2020,9,87
YUCATAN,4/9/2020,11,88
YUCATAN,4/10/2020,4,89
YUCATAN,4/11/2020,6,90
YUCATAN,4/12/2020,7,91
YUCATAN,4/13/2020,17,92
YUCATAN,4/14/2020,18,93
YUCATAN,4/15/2020,25,94
YUCATAN,4/16/2020,12,95
YUCATAN,4/17/2020,15,96
YUCATAN,4/18/2020,5,97
YUCATAN,4/19/2020,6,98
YUCATAN,4/20/2020,26,99
YUCATAN,4/21/2020,19,100
YUCATAN,4/22/2020,22,101
YUCATAN,4/23/2020,33,102
YUCATAN,4/24/2020,33,103
YUCATAN,4/25/2020,24,104
YUCATAN,4/26/2020,20,105
YUCATAN,4/27/2020,37,106
YUCATAN,4/28/2020,42,107
YUCATAN,4/29/2020,32,108
YUCATAN,4/30/2020,60,109
YUCATAN,5/1/2020,26,110
YUCATAN,5/2/2020,27,111
YUCATAN,5/3/2020,30,112
YUCATAN,5/4/2020,48,113
YUCATAN,5/5/2020,44,114
YUCATAN,5/6/2020,33,115
YUCATAN,5/7/2020,37,116
YUCATAN,5/8/2020,35,117
YUCATAN,5/9/2020,16,118
YUCATAN,5/10/2020,26,119
YUCATAN,5/11/2020,43,120
YUCATAN,5/12/2020,52,121
YUCATAN,5/13/2020,59,122
YUCATAN,5/14/2020,57,123
YUCATAN,5/15/2020,39,124
YUCATAN,5/16/2020,31,125
YUCATAN,5/17/2020,49,126
YUCATAN,5/18/2020,53,127
YUCATAN,5/19/2020,50,128
YUCATAN,5/20/2020,56,129
YUCATAN,5/21/2020,64,130
YUCATAN,5/22/2020,51,131
YUCATAN,5/23/2020,23,132
YUCATAN,5/24/2020,17,133
YUCATAN,5/25/2020,29,134
YUCATAN,5/26/2020,7,135
YUCATAN,5/27/2020,0,136
ZACATECAS,1/13/2020,0,1
ZACATECAS,1/14/2020,0,2
ZACATECAS,1/15/2020,0,3
ZACATECAS,1/16/2020,0,4
ZACATECAS,1/17/2020,0,5
ZACATECAS,1/18/2020,0,6
ZACATECAS,1/19/2020,0,7
ZACATECAS,1/20/2020,0,8
ZACATECAS,1/21/2020,0,9
ZACATECAS,1/22/2020,0,10
ZACATECAS,1/23/2020,0,11
ZACATECAS,1/24/2020,0,12
ZACATECAS,1/25/2020,0,13
ZACATECAS,1/26/2020,0,14
ZACATECAS,1/27/2020,0,15
ZACATECAS,1/28/2020,0,16
ZACATECAS,1/29/2020,0,17
ZACATECAS,1/30/2020,0,18
ZACATECAS,1/31/2020,0,19
ZACATECAS,2/1/2020,0,20
ZACATECAS,2/2/2020,0,21
ZACATECAS,2/3/2020,0,22
ZACATECAS,2/4/2020,0,23
ZACATECAS,2/5/2020,0,24
ZACATECAS,2/6/2020,0,25
ZACATECAS,2/7/2020,0,26
ZACATECAS,2/8/2020,0,27
ZACATECAS,2/9/2020,0,28
ZACATECAS,2/10/2020,0,29
ZACATECAS,2/11/2020,0,30
ZACATECAS,2/12/2020,0,31
ZACATECAS,2/13/2020,0,32
ZACATECAS,2/14/2020,0,33
ZACATECAS,2/15/2020,0,34
ZACATECAS,2/16/2020,0,35
ZACATECAS,2/17/2020,0,36
ZACATECAS,2/18/2020,0,37
ZACATECAS,2/19/2020,0,38
ZACATECAS,2/20/2020,0,39
ZACATECAS,2/21/2020,0,40
ZACATECAS,2/22/2020,0,41
ZACATECAS,2/23/2020,0,42
ZACATECAS,2/24/2020,0,43
ZACATECAS,2/25/2020,0,44
ZACATECAS,2/26/2020,0,45
ZACATECAS,2/27/2020,0,46
ZACATECAS,2/28/2020,0,47
ZACATECAS,2/29/2020,0,48
ZACATECAS,3/1/2020,0,49
ZACATECAS,3/2/2020,0,50
ZACATECAS,3/3/2020,0,51
ZACATECAS,3/4/2020,0,52
ZACATECAS,3/5/2020,0,53
ZACATECAS,3/6/2020,0,54
ZACATECAS,3/7/2020,0,55
ZACATECAS,3/8/2020,0,56
ZACATECAS,3/9/2020,0,57
ZACATECAS,3/10/2020,0,58
ZACATECAS,3/11/2020,0,59
ZACATECAS,3/12/2020,0,60
ZACATECAS,3/13/2020,0,61
ZACATECAS,3/14/2020,0,62
ZACATECAS,3/15/2020,0,63
ZACATECAS,3/16/2020,1,64
ZACATECAS,3/17/2020,0,65
ZACATECAS,3/18/2020,0,66
ZACATECAS,3/19/2020,0,67
ZACATECAS,3/20/2020,1,68
ZACATECAS,3/21/2020,1,69
ZACATECAS,3/22/2020,1,70
ZACATECAS,3/23/2020,0,71
ZACATECAS,3/24/2020,1,72
ZACATECAS,3/25/2020,0,73
ZACATECAS,3/26/2020,0,74
ZACATECAS,3/27/2020,4,75
ZACATECAS,3/28/2020,0,76
ZACATECAS,3/29/2020,0,77
ZACATECAS,3/30/2020,0,78
ZACATECAS,3/31/2020,0,79
ZACATECAS,4/1/2020,0,80
ZACATECAS,4/2/2020,1,81
ZACATECAS,4/3/2020,0,82
ZACATECAS,4/4/2020,1,83
ZACATECAS,4/5/2020,1,84
ZACATECAS,4/6/2020,1,85
ZACATECAS,4/7/2020,0,86
ZACATECAS,4/8/2020,2,87
ZACATECAS,4/9/2020,2,88
ZACATECAS,4/10/2020,0,89
ZACATECAS,4/11/2020,2,90
ZACATECAS,4/12/2020,1,91
ZACATECAS,4/13/2020,0,92
ZACATECAS,4/14/2020,1,93
ZACATECAS,4/15/2020,6,94
ZACATECAS,4/16/2020,3,95
ZACATECAS,4/17/2020,2,96
ZACATECAS,4/18/2020,7,97
ZACATECAS,4/19/2020,1,98
ZACATECAS,4/20/2020,9,99
ZACATECAS,4/21/2020,2,100
ZACATECAS,4/22/2020,2,101
ZACATECAS,4/23/2020,8,102
ZACATECAS,4/24/2020,5,103
ZACATECAS,4/25/2020,4,104
ZACATECAS,4/26/2020,3,105
